Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Foam;;;F1A-2-1;Upholstery for passenger seats for trains, not vandalise protected;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:59:54
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;8;172.98;49.1;;;;;16.38;;977.1;;70.03;;;2011-06-18;c_EW_F1A-2-1_3;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
1076;11.24117135;0.483106196
1078;10.24892888;0.37391154
1080;10.75116957;0.413850342
1082;10.13385324;0.374454097
1084;10.86411736;0.39488443
1086;10.43173901;0.404674757
1088;10.97033641;0.384213047
1090;10.94895076;0.384398469
1092;11.31828596;0.443428603
1094;10.1923763;0.384456505
1096;10.91378957;0.415082635
1098;10.49319984;0.394234799
1100;10.80738344;0.385122202
1102;10.70395808;0.355307093
1104;10.09962047;0.364775964
1106;10.58741525;0.315405051
1108;10.68780657;0.325185838
1110;10.98310082;0.364632022
1112;10.43849394;0.355395987
1114;11.46966334;0.325277144
1116;10.78343872;0.315828527
1118;11.57709302;0.276447552
1120;10.22469653;0.246351379
1122;11.27258354;0.285781392
1124;10.36565561;0.304956899
1126;11.13899392;0.314231659
1128;10.4199638;0.285778883
1130;11.10909359;0.295768741
1132;10.46862346;0.265688388
1134;11.41836283;0.315499131
1136;10.80907287;0.354728865
1138;11.88062332;0.315377388
1140;10.88558106;0.295766171
1142;11.32108726;0.305639784
1144;10.8964172;0.295677975
1146;10.88988993;0.285410453
1148;10.6613399;0.314826521
1150;11.21490322;0.314935672
1152;11.11419016;0.216507795
